_id,title,content,image1,image2,date,__v,video
671a5c740ab65b9481d21104,Firefly 🦋,"Muli na naman tayo hindi nagkita mahal ko miss na miss na kita at laging nagaalala sayo. I hope you are really okay today. \r\n\r\nMahal grabi sa sobrang pagmimiss natin sa isa't isa nanaginip tayo about sa atin tapos regarding sa hiwalayan buti na lang panaginip lang lahat. Wag mo po ko iiwan mahal ko ah. \r\n\r\nMahal thank you po sa pagsasama sa akin sa gusto ko ah maglaro ng ml at manood. Bukas mag code po tayo mahal yung gusto mo naman po gawin natin. Sana po nagandahan ka sa palabas mahal ko. \r\n\r\nMahal noong nag uumpisa ang firefly ikaw talaga unang pumapasok sa isip ko. Nararamdaman ko kasi na makakarelated ka talga sa story especially sobrang mahal mo mama mo. \r\nSayang hindi kita nakita umiyak hahaha ngayon dahil sa palabas. Mahal miss na miss na kita, I love youuu so much mahal ko. \r\n\r\nStay safe ka ahhh kayo ng fam mo mahal ang laks sobra ng ulan. Mas mahalaga safety niyo mahal lalo ka na.\r\n\r\nI love youuuuu ang ganda ng moment natin ngayon mahal 🥺🦋🌻\r\n\r\n-from your mahalllllll lagi wag titingin sa senior high ah. Hinding hindi kita iiwan!🌻\r\n\r\nyung diary natin next time pwede na din ipublish katulad sa fireflies hahaha pero char lang ipupublish lang natin to sa mga apo anak natin. \r\n\r\nI love you mahal",1729780852665.jpeg,1729780852823.jpeg,2024-10-24T14:40:52.897Z,0,
671bb776c2faeb9b13eb1764,May pasok na bukas!,"Another day na walang pasokkk. Miss na miss na kita mahal kooo. We spent this day na nag program and miss yung isat isa you create your project with chatgpt hahaha, i hope you had great fun. Im always happy to see you smile mahal koo. Mahal i can sense na medyo wala ka po sa mood i hope you are okay, i dont know if may nagawa po ba ako na na upset na disappoint ka or anything. Please tell me po mahal ko. Im sorry mahal. Please tell me if may problem. Please dont leave me i love youu so so much mahal miss na kitaaa!! Mag kikita na tayo bukasss!!!! You did gooodd sa project moo mahal kooo i love youuu so so much!!!! Mahal na mahal kitaa okay?!! Ill be here always alwayss! Im yours! ",1729869686031.jpg,1729869686048.jpeg,2024-10-25T15:21:26.115Z,0,
671bb805c2faeb9b13eb176f,Code and Review with my Mahal 🤓🧐,Namimiss ko na siya huhuhuhu. I really want to see him today pero dahil maulan padin ng slight hndi siya pinayagan ni tita pero okay lang yun mahal ko. Mas importante sa akin safety mo okay po. \r\nI was having fun during our code session pasensya na mahal ko chinatgpt ko hahaha. Pero promise I will study it po mahal. Salamat sa walang sawang pagmamahal sa akin mwuahh at pagtulong. Natutuwa ako na ginagawa natin ang mga bagay bagay ng sabay. \r\n\r\nMahal thank you for making an another reviewer para sa database. sobrang bighelp sa akin to!!! Good luck sa exam mahal ko! \r\n\r\ni love you as always and it will never be chamge! \r\n\r\nikaw at ikaw padin sau uuwi. \r\n\r\nI love youuu\r\n\r\n-🌻,1729869829134.jpeg,1729869829151.jpeg,2024-10-25T15:23:49.188Z,0,
671cfbf7c2faeb9b13eb1787,Finally Nagkita na tayo 🫶,"After how many days na hindi kami nag kita ng mahal ko finally nagkita na kami. Mahal, Thank you for another wonderful memories for this day. \r\nSalamat sa kulitan at pagtulong sa pagrereview sa akin. Alam mo I'm so proud to you today mahal koo. Thank you for always took care of me in many ways. \r\n\r\nMahal I just want to remind you na hindi sa lahat ng oras kailangan mo po ako samahan ah. You have your friends too po and families 💖 But I highly appreciated you for always choosing and considerate me. \r\n\r\nI love youuu mahal ko please I hope whatever happens we will still stay on each other. Please don't leave me mahal ko 🌻🥺 I Love youuu so muchhhhhhhhh I am happy na I know na you are happy today🌻\r\n\r\nI miss you so muchhhhhh mahal ko thank you for helping me mahal ah ❤️",1729952757110.jpeg,1729952758602.jpeg,2024-10-26T14:25:59.296Z,0,
671d0781c2faeb9b13eb178d,Nakitaa na ang pinaka mamahal na miss na miss,"Hiii mahal aga natinn nag kitaaa. Pag ka gising na pag ka gising ikaw agad inisip ko kasiii miss na kita ee, taposs ayun mahal hehehe saya koo kaninaa nung nakain us fishball kasiii idk kahit pano na fill yung kagustohan ko na makapag streetfood date tayo. Alsooo mahal you did well sa reportinggg!! Sorry na po sa tanong ko kaninaaa. Naawa ako sayo kanina kasi paranh iiyak kana eeee taposss dko alam gagawin koo huhuhu sorry naaa. I think alam mo naman sagot sobrang kabado ka lang sooo next time we will work on that okayyy. Be proud lng kapalan lng ng mukha skill yon na dapat mo matutunan. Kahit mali yung sagot mo aslong as confident ka habang nag sasagot ka malaki yung effect non sa audience mo kaya gooo lng we help each other grooww mahal na mahal kita okayyy?!!! Sino pa bang mag tutulungan edi tayong dalawa dibaa i love youuu mahal na mahal kita!!!!",1729955713076.jpeg,1729955713162.jpeg,2024-10-26T15:15:13.205Z,0,
671e4e63c2faeb9b13eb17b2,Anotherr Day na miss na naman kita,"Sorry kaninaaa mahal dkita na chat agad nung umagaaaa huhuhu sobra kasi sakit ulo ko tas sisimba pa pala kamiiii mama, ayunn ngaa kaninaaa sobrang nag crave akoo sa lambingg moooo hehehe ayaw ko sabhin kanina ee sorry naa ayunn mahal. Miss kitaaa mahal tae kaa dapat pumunta pala me sa inyoooo huhuhu. Mahal kooo thankyouuu nga po pala sa pakikipag larooo sakin haaa i love youuu so so muchhh!! Thankyouuu talagaa mahal kooo, i knoww miss na miss mo na rin akooo you miss my hugs my long kisses my cuddle. I miss youuu mahal!! Superr thankful me kasi naging sakin kaaa kasi napaka understanding moo mahal kooo, even tho there are things i cant do inuunawa mo pooo huhuhu. Salamat mahal koooo i love youuu!!! Lets stay together palagi haaaa Thankyouuu mahal!!!!",1730039392777.jpg,1730039395180.webp,2024-10-27T14:29:55.372Z,0,
671e4e81c2faeb9b13eb17b6,our busy Sunday ☀️,today is Sunday dspat church day din namin ni mahal pero dahil may sakit ang ate mo girl ayun hindi na din muna pinupunta ang mahal sa kanila. \r\n\r\nHmmmm.. Ngayon araw din is less yung bonding since hndi tayo nagkita mahal and puro tulog din ang aking inatupag. \r\n\r\nParehas din tayo busy kanina ikaw po hinelp mo sila matt ako naman si mama. Pero kahit ganun I am happy na nakapag simba ka nawala ako☺️. \r\n\r\nmahal thank you sa effort na naglaan ka ng oras for me. Naglaro tayo tapos call ehehehehe ang saya po. Everytime I'm with you masaya ako. \r\n\r\nmahal I love you so much. Please don't leave me please stay with me. \r\n\r\nI love youuu mahal koo ❤️\r\n\r\nthank you din sa sermon nanay mo kanina promise I will take care myself kahit malayo ka pooo 🌻\r\nthank you din po sa picture natin ang cute po talaga ng picture na yun 💖\r\n\r\nhihihihi boyfriend talaga kita mwuahhh\r\n\r\n-🌻,1730039425574.jpeg,1730039425800.jpeg,2024-10-27T14:30:25.926Z,0,
671f9fab80be6508d7c633b8,20 days being together 🥰,Hi mahal look!! tayo padin after all ehehehehe I am really happy na hindi mo ko sinukuan💖\r\n\r\nToday is Monday another day ng ating pagkikita. Mahal I love your kisses and hugss today Salamat mahalll koo. \r\n\r\nMahal pwede po ba sleep ka ng early today kasi lastweek pa po nasakit ulo mo. Kakapuyat mooo yan ehhh!! Mahal \r\n\r\nMAHAL ang saya ng araw ko because of you ehehehehe tinuruan mo ko magrubrics tapos kumain tayo l lunch mo tapos tinulungan mo ko sa activity natin. \r\n\r\n\r\nMahal ang kulit mo po kapag nakikiliti ehehehshehe. I love youu mahal ko bukas pangatlong week na natin being together 😘💖 I love you mahalll koo llen llen ko \r\n\r\n-🌻\r\n\r\n,1730125739625.jpeg,1730125739661.jpeg,2024-10-28T14:28:59.749Z,0,
671fa07680be6508d7c633bc,Sickkk Mondayy🤧,"Itss mondayy and nag kitaa ulitt uss my mahal was veryy sick😭😭, she was kind of fatigued but still she still gives me the best energyy! Thenn my mahal kind of learnt how to solve 3x3x3 rubiks cube and i taught her thattt, i was very happy that she did it on her own. I felt kind of sad when she told me that she dont want lambing. But overall even tho it was monday we still have a great time together. Soo happy that we are creating so much memories together let dont stop it. Ill be here forever mahal na mahal kitaaa",1730125938683.jpg,1730125940888.jpg,2024-10-28T14:32:22.329Z,0,
6720f40ba800e9cb328b3c86,3rd Week💝,Ayun mahak going strong and stay strong to us!! Mahal  the day of our 3rd week ive been happy excited to see you to kiss youuu to hug you. Even now i still can believe we are together! Walang araw na hindi ko na isip na napaka swerte ko with you mahal anddd kaninaa im so happy na marunong kana talaga mag rubiks also nung ni pic kita na parang kang lalaki cutee mooo kahit mukha kang lalaki nainlove parin akoo hahaha sooo cute my mahal alwayss i love youu and I promise to teach more things to you also to learn new things from you ill be with you forever mahal! I love youuu so so muchhh!!! Thankyou for always being there mahal na mahal kita!!!!,1730212874490.png,1730212874843.png,2024-10-29T14:41:15.208Z,0,
6720f44aa800e9cb328b3c8c,Our 3rd weeksarry Angels Burger date ,"Hi mahal ko I know you are  not okay today but I hope soon you'll be fine. Mahal ko, I am very happy everytime I'm with you. You never failed to make me happy everyday. Mahal thank you po sa libre mo mo na choco choco and water and snackfoods. \r\n\r\nI hope nagustuhan mo po ang angels burgerrrrr na binili ko for youu. \r\n\r\n\r\nMAHAL sorry po hindi ako marunong mang distact. Sorry din po if nawala me kanina sa energy. Mahal\r\ni just want you to know na You are the best boyfriend  ever even though you are my first bf. Mahal Please don't leave me. \r\nI really love you. I am here to be your partner in life and not to play. \r\n\r\nI love you mahal.. \r\n\r\nhappy weeksarry 💖🥹 mwuahhhh goodnight my lovely darling mahal!!! \r\n\r\n\r\nI pray na tayo na hanggang dulo. \r\n\r\nthank you for teaching me mahal sa rubriks 🫶\r\n\r\n-🌻",1730212937982.jpeg,1730212938061.jpeg,2024-10-29T14:42:18.102Z,0,
67224b7ed1ce4752582d5daf,Lego Pikachuuuu!!,"Hiiii mahal!!! Ahmmm ang kulitt natin todayy haha daminnangyariii but my most favourite was we hugged, you bought me Lego Pikachuuuu! Alsoooo sinusubuan mooo ko pagkain. Alam mo baaaa huhuhu thats one of my greatest dreams to be taken care of too and first time ko maranasan yon. Im veryy happy sa totoo langg alsoo i made a little spot for my Lego Pikachu that you gave hehehe you know i like pokemonn!! Andd mahal kooo i am veryy happy na ni coconsider mo ko palagii salamat mahal please let us achieve our dreams together, lets build our future together mahal na mahal kita okayy?! Soo happyy and lucky that you want me and love me. I promise that ill be with you palagi! Mahal na mahal!! Please dont leave me okayyy!! Im here always alwayss mahal na mahal kitaaa!!! ",1730300794329.webp,1730300794749.jpg,2024-10-30T15:06:38.349Z,0,
67224babd1ce4752582d5db9,Small gift = Precious Smile ,Hi mahal ko I really hope na nagustuhan mo bingay ko for you. Alam ko hindi mapapantayan yan yung mga regalo na binibigay mo sa akin. \r\n\r\nSobrang happy ako mahal noong tinitignan kita while ginagawa mo lego mo!! I am so happy na kahit papaano hindi mo iniisip problema mo while binubuo mo yan. I am so happy seeing youu happy mahal ko. Sorry po for not letting you go kanina noong uuwi ka na. I promise na hindi na po mauulit!! \r\n\r\nmahal i love you so much so please don't leave me. I am always hereeee okay mahal koo I love youu... 😘❤️\r\n\r\n🌻,1730300843517.jpeg,1730300843711.jpeg,2024-10-30T15:07:23.790Z,0,
67239072d1ce4752582d5dc3,10Days Na Lang!!,"Mahal koo nov na tom and malapit na birthday mo, i know na kahit most of the time hindi ako okay e sana napapasaya parin kita. I hope im still giving you what you deserve and what you want it is always been a dream to be with someone who really loves me and im glad we found each other. Thankyou for always being there for me thankyou for always understanding me mahal ko sorry i had to sleep early nahihilo po talaga ako mahal i love you so so much i miss youu!!! Wag mo po akoo iiwan ha please mwaaa!!!!",1730383985808.png,1730383986126.jpeg,2024-10-31T14:13:06.163Z,0,
67239136d1ce4752582d5dc9,no see youuu na naman ,"Hi mahal ko, hindi na naman po tayo magkikita this holiday. I hope you are really okay mahal ko. I'm so worried about your health. Ilang days ka na po masakit ulo then nahihilo please sleep ka sa tamang oras and kumain ka pooo ng meal kapag oras ng meal not only streetfoods or junkfoods. Today mahal ang ginawa ko po is sumayaw tapos syempre kausap kita. I miss you so so much mahal. Sabi ni mama dapat daw kapag mag trick or treat ako sa kanya kasama k daw with costume hahaha pero 10 pesos lang daw bibigay niya. \r\n\r\nI miss you so much mahal ko I love youuuu ❤️\r\n\r\nanyways po mahal ko thank you po sa rubrics mahal ko 🥹 i am excited na mamaster ko yan tapos ako na tatalo sayo hahahaha \r\n\r\ni love youuu mahal 🌻😘❤️🫶💖",1730384179212.jpeg,1730384181095.jpeg,2024-10-31T14:16:22.368Z,0,
6724e2eb2191a364fe16a765,November 1st,"As expected busy day for me mahal, for both of us rather. Theres not so much for us to talk about mahal ko. Im sorry kasi i was not able to chat you super busy din kasi. Busy ka din po kaya sana okay lng po ikaw mahal ko. And mahal ko sorry ulit promise when i got time i promise to spend it all for you mahal na mahal kita sorry i was really busy po talaga, i miss youu so much i love youuu. Miss na kita talaga mahal ko",1730470632911.jpg,1730470635108.jpeg,2024-11-01T14:17:15.192Z,0,
6724e8462191a364fe16a769,Nov 1 for Busy,Start palang ng November pero both of us busy. Ikaw busy mag asikaso pumunta sementeryo ako busy gumawa ng puto at tulungan si mama maghugas ng plato hahaha. Alam mo miss na miss kita pero naiintindihan ko situation mo ngayon kaya okay lang. Kaso kawawa ang mahal ko kasi pagod na pagod ka :(. \r\n\r\nSana po makapagrest ka mg maayus tonight. Kinabahan talaga ako sayo mahal kagabi I hope You are really fine na talaga.\r\n\r\n\r\nplease take care yourself too mahal ko. Ayaw kitang mawala sa kahit na anong paraan. Mahal favorite ko na tong mga pictures mooo hahahaha ang pogiii mo pooo mwuahhh. I miss youuu so much mahal ko. \r\n\r\n\r\nSana kapag may natirang puto matikman mo yung puto para hindi ko na ako asarin. Lapit na Monthsarry natin mahal kooo I love youuuu sooo much mwuahh!!! \r\n\r\nmag oone month na tayooo please hanggang dulo na toh ahh. \r\n\r\n-🌻,1730472006059.jpeg,1730472006076.jpeg,2024-11-01T14:40:06.104Z,0,
67263e2e2191a364fe16a775,Grass,"Ayunnn mahal sorry late na ko gumising this past few dayss masama pakiramdam at mabigat kasi this pastfew days hirap matulog and stuffss. Peroooo the biggest thing now iss weee setup Grass mining thing that will eventually will earn us money. Im super glad to do every thing with you mahal i hope in the future im still the one you want to do things with, i love youuu soo much my mahal!! GOODNIGHT AND SLEEPWELL!!",1730559534873.png,1730559534898.jpeg,2024-11-02T14:58:54.940Z,0,
672643472191a364fe16a77b,Ang Damo *Bow*,"hi mahal kooo, una po sa lahat gusto ko po magsorry kasi nasaktan na naman po kita ngayon araw. Sorry po sa mga nasabi ko mahal ko. Tandaan mo po na mas matimbang na po pagmamahal ko sayo kaysa sa mga naiisip ko. All I want is seeing you happy mahal. Mahal gusto ko malaman mo na gusto ko manatili sa tabi mo sa kahit anong situation. \r\n\r\nI love you so so much mahal kooo Ilan days na lang lapit na monthsarry natin 🥹. I miss you so much mahal ko please stay on me. \r\n\r\nThank you din mahal sa Damooo hahahaha damo eh parang addict eh taeng yan hahahaha kidding Aside this will be a big help for us mahal if ever man so thank youuu poo. \r\n\r\nMahal parehas na tayo may UTi hahaha. So, Let's think na tayo ay healthy person and ang atibg inumin lang ay waterr ang snack ay Fruits only. \r\n\r\nAalagaan kita mahal ko pipingutin kita kapag nagmani ka pa ng maalat. \r\n\r\nMahal Goodnight pooo mahal na mahal kita. Nakangiti talaga si mama noong sinabi ko na niluto mo yung talong na may breadings. \r\n\r\nMahal I love youuu dulo na to promise... ❤️🫶🤙♾️",1730560836302.jpeg,1730560838229.jpeg,2024-11-02T15:20:39.597Z,0,
67277a4f2191a364fe16a785,Church Day + Mood Swing,"Today is 3rd day and first Sunday of November. Also, my first day of my menstruation. \r\n\r\nI want this Sunday to be peaceful and happy but because of I don't know. I suddenly become stressful and doesn't want to move. I want to cry because I am really irritated. Anyways, Nagustuhan ko yung Homily ng father regarding sa ""Love"". Well, pagmamahal para sa kapwa and syempre kay Lord. When I heard the homily unang pumasok sa isip ko ay ikaw mahal ko. Then, I realized na I am really lucky to have you in my life. I will not waste it mahal ko lalo na itong relasyon natin. Mahal let's centered God to this relationship ha. I love you mahal ko miss na kita. Naiiyak na akoooooo... \r\n\r\nBut I understood, kung bakit busy ka today, lately, and sa mga susunod na araw. Just please, alagaan mo po sarili mo wag mo sagarin sarili mo ahhh. Thank you po sa efforts na samahan ako sa mga bagay bagay kahit busy ka. I love you so much mahal ko.\r\n\r\nSorry for being masungit today. I really can't handle my attitude right now. Thank you for loving me mahal ko. I love you so much. I miss you...\r\n\r\nThank you po sa rubiks I Like and love it so much mahal ko. \r\n\r\nYou must sleep early to night kasi may lakad kayo tomorrow. Goodluck po bukas ahhhh.. I love you Mwuah.",1730640462407.jpg,1730640462578.jpg,2024-11-03T13:27:43.073Z,0,
67278e9d2191a364fe16a78c,Masungit ang mahal,"Hellooo mahal i miss youuu, mahal i just want to let you know you look cute in your dress kanina, im sorry i wasnt able to stay much longer. I really have so much errands to do. Also sorry mahal if you have to sleep irritated sorry i cant lighten up your mood. Also sorry mahal kasi hindi kita masyado na tututukan at nabibigyan ng time lately babawi ako as soon as i had a chance i love youu so much my mahal i love youu!!! Mahal na mahal kita and goodnight pooo!!!",1730645661335.jpeg,1730645661769.jpeg,2024-11-03T14:54:21.807Z,0,
6728d9a7672c9b4e5f881beb,Meet my Mother-in-law,Alam ko ba mahal ko! hahaha ano to para nagchika lang sa Tropa eh noh! \r\n\r\nAnyways yun na nga mahal. Inis na inis talaga ako kagabi pa kasi sapilitan yung ano sa cosplay tapos knowing pa na hindi kita makikita ngayon. \r\n\r\nKaya noong pagkachat mo\r\nkanina na sa school ka hahaha lumabas talaga ako ng room para sunduin ka ehehehehe. Kiligin ka kasi kapag hndi sisipain kita papunta mars.\r\n\r\n\r\nPero nakakasura padin yung init grabi yunn. Tapos narealized ko walang kwenta yung event 😭. Walang ka trilled trill eh init pa ng venue jusko. \r\n\r\nTapos ang sarap ng sundae ng mcdoooo and fries Cravings satisfied talaga. \r\n\r\n\r\nMahal salamat at pinakita ko na ako kay tita kahit unting oras lang. Mas mahaba yung pangaasar mo sa akin eh kaysa hi namin ni tita hahaha. Taena hndi ako nakapagmano kaybtita kinabahan ako ikaw kasi ehz. Pero ang bata ni titaaa ang cute niya mana kay ineng hahaha hndi sayo kasi lalaki ka eh. \r\n\r\nMahal salamat sa pagtitiis sa mood ko kahit tinawanan mo ako noong nauntog ako doon sa bakal huhuhuhu. Mahal kahit nakakainis ka kanina natutuwa ako kapag inaasar mo ako hahaha. I love you mahal ko. \r\n\r\nlah hndi nag I love you too hndi na ako mahal huhuhu😭😭\r\n\r\nmiss mo ba ako mahal???\r\n\r\n...\r\n\r\nlahhh hndi na ako miss ng mahal koooo 😭\r\n\r\nchar mahal anyways Goodluck sa iyong lisensya . \r\n\r\nAt sa iyo sana miss mo akooooo I love youuuu Galingan mo dyan para mag motor na ako. hahaha Char Galingan mo mahal I love youuu Kumain ka ahhhh!! at after niyan matulog ka na !!! \r\n\r\nwag panay cellphone at ikaw ay malalate na naman tomorrow hndi mo makikita ang pinakamaganda mong babae bukas sige k. \r\n\r\nbat may babae ka ?? syempre ako yun eh duhh hahaha \r\n\r\nI love you mahall!! \r\n\r\n,1730730406285.jpeg,1730730407033.jpeg,2024-11-04T14:26:47.849Z,0,
6728df45672c9b4e5f881bff,Mama n You,"Hellooo mahal a lot has happened to day, i\r\nAt first you thought you weren't gonna see me but there you gooo hehehe Im happy cause wee did eat together go to the event together i understand that you were kind of irritated but i understand mahal kooo! Alsoo you meet my mama im veryyy happy that you met her and you were able to mano to here so cutee, again mahal sorry cause i couldn't put much time in you im busy still idk how long its gonna take but ill do my best always i love youuu mahal kooo!!!! Sorry i wasnt able to help you with your headache i love youuu so so muchhh!!!",1730731844008.jpeg,1730731844999.jpeg,2024-11-04T14:50:45.527Z,0,
672a2d7886907a56b30d5bca,Not in My Mood,"Dear diary namin, \r\n\r\nnagumpisa ang araw na okay naman kaso ewan ko ang moody ko talaga kasi nawawala ako sa mood bigla ayun nadadamay tuloy mahal ko sa pinaggagawa ko. \r\n\r\n\r\nUmuwi ako ng lunch para makatulog at magkaroon ng mood. Kasi nawawala talaga ako sa mood tapos sobrang irritable ko din and inaantok. Tyaka ilan hours din kami tatambay sa school na wala naman kaming gagawin. Kaya okay din nakauwi kami atleast natapos niya yung things niya tapos ako nakatulog. \r\n\r\nAyun akala ko wala nang pasok kasi tinatamad akong pumasok. Pero meron pala edi late ako pero okay lang discussion naman tyaka binasa lang naman din handouts. Okay din naman kaso nawala na ako lalo sa mood dahil sa subject na toh kasi ayaw ko talaga. \r\n\r\nTapos ayun buti na lang yung mahal ko nandyan lagi para pagaanin loob at atmosphere nakapaligid sa akin.\r\n\r\nI love you mahal Ko. Salamat sa pagsama sa akin kahit mainit kanina. Salamat sa pagintindi at pagmamahal sa akin kahit gantooo akoo. I love you so much mahalll ko, miss na kita 😭. \r\n\r\nGoodluck sa atin this upcoming defense ❤️ \r\n\r\nsorry pooo nasusungitan kita kanina ah🥺 I love you. ",1730817400384.jpeg,1730817400573.jpeg,2024-11-05T14:36:41.045Z,0,
672a2dbe86907a56b30d5bce,Badtrip kay Sir,Ayunn started our day we met at lab 3 ofcourse nag mina ng damoo nag rubiks kontii then end of first class then kumain kami salabas nag usap kung san kakain kasi ayaw namin mag decide both kaya binitbit nya ko papunta sa caels tas yonn kumain kamii binilan ko syaa isaw isaa thenn after nunn umuwi kamii kasi matutulog ang mahal at natatae at need ko mag ano nung lisensya chuchu thennn pumasok kami late ang mahal kooo sorry na. Tas yon na badtrip sya kay sir kasi sbai nya hinahina daw boses chuchu. Buong araw masungit ang mahal but still i love her with all my heart. Its just a phase na masungit sya and im ready naman sa future kung maging masungit parin sya mahal ko yan ee sobraa. Kahit naman gano kasungit sya ee sya parin yung taong mahal ko it means mahal ko rin kasungitan nyaa. I just hope na wag pumasok sa isip nya na iwan ako. Natatakot ako kasi baka hindi kana nagiging masaya saakin. Natatakot ako na marealize mo bigla na hindi ako worth it. I have fears as well as faith i believe in you i believe in us mahal na mahal kitaa! Please be with me be my forever! 💕 I love you alwasy💝,1730817470669.jpg,1730817470900.jpeg,2024-11-05T14:37:50.961Z,0,
672b76bc86907a56b30d5bd5,Ubos Pira muuu,Hello mahal started our day sinundo kita sa 711 nag withdraw uss then pumunta tayo sa Robinson alamnmoo haha kanila ko lng narealize na dba dun kila mama dapat hindi nantayo lumakad kasi may sakayan pa stalu dun sa gilid hahahhaa skl tas yon mahal nag lakad lakad us kasama si she tas kumain dami ko nakain amazed ka noo tas umuwi na tayooo sorry hindi me nakapunta sa inyooo dami ko din po kasu need gawin ee i love youuu mahal koo !!! I miss youuu so so much!!! I hope you still happy with me i love youuu so so much. Wag mo po ako iiwan.,1730901691923.jpg,1730901692196.jpeg,2024-11-06T14:01:32.616Z,0,
672b813486907a56b30d5bd9,Valo with My Mahal,"Ito na ngaaaaaaaaaaaaaaa... \r\nNagpapagising siya sa akin ng 9:30 tapos uunahan niya lang pala alarm niya. So ayun hahaha pumunta kami robinson para lang namn mag-attendance at gumastos ng 100+ para sa pagkain kasama namin si atienza kasi magisa lang siya. Pero Iniwanan din namin hahahaha kasi parehas kami ni mahal na uwing uwi na. \r\n\r\nAyun miss ko padin siya kahit magkasama kami kanina. Wala din naman siya ginawa sa akin kundi asarin ako ng asarin hanggang pauwi. Hindi naman ako nagrereklamo kasi miss ko siya eh. Sobrang busy kasi ng mahal ko lately pero ayun thankful padin kasi nilalaanan niya ako ng oras kada araw hindi katulad ng iba dyan na wala nang oras sa mga mahal nila. \r\n\r\nTapos nag videocall kami kanina bago ako makatulog actually natulugan ko na si mahal hahaha. Sorry na mahal ko, bat ba mahal ang cs natin hahahaha. Char. Anyways, ayun isa pa sa highlights nitong araw nato ay naglaro kami ng Valo. Grabi nakakaistress tong laro nato hahahaha. Pero masaya din kaso puro patay ako mastrip ko padin wildrift hahaha. May trippings eh \r\n\r\nAyun hambang may ginagawa siya ginagwa ko na din yung mga dapat kong gawin. Nakapag tupi ng mga damit ko sa damitan, magsungit sa bahay, at magedit. \r\n\r\nSobrang miss ko na mahal ko pero hindi naman pwede na lagi ko siya kasama kasi dadating panahon may mga bagay padin kami na need namin gawin mag-isa. \r\n\r\nI love you mahal ko. I am so happy na nakita kitang kumain ng madami kanina. Also, Kumakain ka na din 3 times a day. Kaso Hindi kasama yung breakfast hakdog ka. \r\n\r\nPlease Iwasan na ang tuyo at uminom ng madaming water. I love you so much mahal ko. If may problema or you are sad I am always here mahal ko ah para pakinggan ka at damayan lagi. I miss you na dinnnn :'(.\r\n\r\nYieee ilan days na lang mag 1month na tayooooooo. I am so happy mahal ko. \r\n\r\nHmmp. wala padin tayong picture.\r\n",1730904371979.jpg,1730904372005.jpg,2024-11-06T14:46:12.032Z,0,
672ccaf886907a56b30d5be3,Thank You Mahal ko 🥺🥹,hi mahal sorry for being not okay today. Napagastus ka pa tuloy para pasayahin lang ako. Sorry mahal ko. \r\n\r\nThank you for always there for me. Nahihiya na ako sayo actually kaya I can't tell it kanina why I'm not okay. Nahihiya na ako kasi puro problem lang naman din nabibigay ko sayo also puro na lang ako yung iniintindi mo. Tapos lagi mo pa ako tinutulungan. \r\n\r\n\r\nMahal sorry sorry so so much 😭. \r\n\r\nayaw kitang disturbuhin ayaw kitang guluhin kasi may dapat kang tapusin. \r\n\r\nI am so sorry mahal ko. i miss you I love you mahal ko. \r\n\r\ngustong gusto ko umiyak kanina sayo kaso nasa school tayo. \r\n\r\nthank you ulit mahal salamat sa pagcocomfort sa akin and sa pag bibigay oras mo sa akin lagi kahit busy ka. \r\n\r\nI'm happy na mago-one month na tayo. Stay Strong for us 🥺❤️,1730988791865.jpeg,1730988791932.jpeg,2024-11-07T14:13:12.005Z,0,
672ccb3a86907a56b30d5be7,Advance Happy Monthsary!!💝,"Hiii its been quiet hell of a day for my mahal im sorry for what hage happened, im sure you did you best mahal ko, i cant tell you not to be sad but i feel you mahal, Mahal hehehe cutee mo kaninaa nung kakain tayo fried noodless hehehe tass cutee mo nung ayaw mo.kaninain binili ko chips hahaha. Mahal koo i hopee napasaya kita kahit kontiiii i sana napangiti kitaaa my mahal, i hope na you dont lose hope, graduate tayo at abutin pangarap natin. Ill stay with you welcome you in my arms palagi mahal na mahal kita okayyy i love youuu my mahal!!!!🔒💝",1730988855916.jpg,1730988857177.jpg,2024-11-07T14:14:18.231Z,0,
672e128586907a56b30d5bfb,1st Month 🔒💝,"Hiii mahal soo i just want to say what a wonderful month with the most gorgeous girl in the world. Soo hii my mahal its been a month!!! Sayaaa ng date natin kahit dami ko kinainn hehehe, ang cutee mo mahal kaninaaa, kasoo yun ikaw kasi ee ipapamigay mo pala ako haa.... Again mahal im just very very happy that im with you i promise you ill stay with you palagi ipamigay mo man ako sayo ako palagi. It will never change, so lets achieve our dreams together okay? Mahal na mahal kita!!! Be with me always i love youuu!I love you\r\n;",1731072645446.jpeg,1731072645470.png,2024-11-08T13:30:45.494Z,0,
